Agent_id,lost_reason,source,source_city,source_country,utm_source,utm_medium,des_city,des_country,room_type,lead_id,cat_lease,cat_budget,lead_score,status
61,15,164,2049,99,20,3,191,8,5,12029,2,4,0.26861250982817836,0
65,20,126,2121,99,20,3,109,8,0,11684,1,5,5.5398018671754405,0
91,21,199,49,163,20,3,18,8,5,15417,5,5,2.312339230022509,0
28,16,126,1264,31,20,3,194,8,0,25460,0,5,1.5925741264414595,0
41,29,126,3172,163,20,3,165,8,0,8377,5,5,16.09265619376264,0
70,25,232,1753,163,9,3,87,8,5,14323,5,5,2.698963274594047,0
57,25,126,956,45,20,3,111,8,1,8594,0,4,55.15095879374379,0
5,30,126,1844,163,20,3,18,8,0,10875,1,4,71.8009545870787,1
57,16,127,1306,99,20,3,186,8,5,2474,5,5,1.89252436373261,0
47,20,126,2943,167,20,3,109,8,3,13395,1,4,1.6048421483328852,0
35,21,18,4173,180,15,24,26,8,5,6154,5,5,17.908989101363602,0
19,20,127,3868,163,3,3,194,8,5,13272,5,5,1.6886193779358132,0
80,21,126,297,163,20,3,87,8,3,10904,1,4,6.177014868736907,0
91,25,126,2341,142,20,3,29,8,0,4933,5,4,26.17886276895328,0
62,21,199,3398,163,20,3,73,8,5,11799,5,5,0.6558084922713633,0
60,15,280,1243,163,20,3,2,8,3,16394,2,5,0.08322334919949742,0
17,18,280,1396,99,20,3,165,8,0,11933,5,5,0.18875104102674373,0
97,21,126,2943,167,20,3,18,8,3,9058,2,0,4.759134461331587,0
91,29,126,2245,163,20,3,73,8,0,20477,1,5,16.68321619520179,0
74,16,126,3922,163,20,3,194,8,0,2806,1,4,0.22852343244552237,0
21,30,232,3440,163,20,3,109,8,5,12423,5,5,4.896286577119522,1
20,15,126,3185,161,20,3,81,8,0,17378,1,0,0.5313202987141119,0
14,16,126,2396,31,20,3,194,8,1,25607,5,5,1.1682297390794654,0
55,30,126,2175,163,20,3,130,8,3,9638,1,4,30.690623848920374,1
109,25,164,1535,0,15,43,194,8,5,11278,5,5,4.697581488786591,0
20,15,199,2655,56,20,3,133,8,5,18967,5,5,0.3666968841278957,0
20,15,232,3521,135,15,43,78,0,5,12208,5,5,0.037713896404571234,0
46,20,280,438,163,20,3,187,8,0,10426,2,4,0.12327547533442926,0
67,21,127,710,31,20,3,59,8,5,2226,1,5,52.94420587484734,0
9,19,126,2921,163,20,3,151,8,1,5463,2,5,1.975253884190474,0
13,20,126,2589,99,20,3,73,8,0,23181,2,5,5.381753270766848,0
103,21,199,2196,24,20,3,6,8,5,20428,5,5,6.268259289822237,0
20,15,258,1541,163,24,56,12,8,5,6159,0,5,0.027349327615918736,0
20,15,280,4164,99,20,3,7,8,1,16009,5,5,0.11114407149581183,0
20,15,280,3521,135,20,3,133,8,3,13881,2,4,0.024749117038855833,0
20,15,122,3029,99,20,30,106,8,5,13904,1,5,0.4551150671506103,0
102,16,126,3868,163,20,3,160,8,0,12317,2,4,0.1346468538556378,0
20,15,164,1802,112,20,3,133,8,5,10008,5,5,0.7402017895287598,0
103,20,127,2460,99,20,3,7,8,5,8457,2,5,11.013798347620666,0
74,21,126,1541,163,20,3,151,8,0,22721,0,5,1.024848699350476,0
65,29,126,3538,175,20,3,128,8,0,18508,1,5,7.864731149291663,0
80,20,126,2195,163,20,3,111,8,3,18410,5,4,1.1145720394544634,0
62,21,199,297,163,20,3,18,8,5,24743,5,5,1.5378939433845926,0
18,29,164,4173,4,20,3,84,8,5,18639,5,5,52.488844773572595,0
37,30,126,2884,0,20,3,87,8,3,11012,2,4,87.88650362599685,1
63,16,126,2921,163,20,3,194,8,0,8201,2,5,0.2515744400622823,0
20,15,280,1503,33,20,3,133,8,3,11674,1,0,0.30754259607640816,0
104,29,126,3868,163,20,3,35,8,0,26404,1,6,8.863354774131835,0
47,9,126,2943,167,20,3,87,8,1,6680,2,5,0.11492329745228193,0
79,30,280,1574,163,20,3,174,8,1,7259,2,0,1.7710853475769153,1
25,30,280,2074,163,20,3,174,8,0,12560,1,4,1.690761442157613,1
20,15,280,1407,136,20,3,7,8,0,18642,1,0,0.1605653949855412,0
20,15,232,21,99,20,3,133,8,5,20055,5,5,0.2446736308307491,0
20,17,127,2943,167,20,3,132,8,5,10473,5,5,0.7600677744381448,0
25,30,126,2230,163,20,3,151,8,0,19814,1,5,19.30122510191048,1
39,21,126,2173,99,20,3,35,8,3,21199,5,5,10.250276635199013,0
57,11,126,305,145,20,3,151,8,3,19536,2,4,0.15155510613376091,0
91,16,126,2574,163,20,3,160,8,0,18838,2,4,0.1564817139330359,0
80,20,199,1989,99,20,3,84,8,5,5179,5,5,2.451203554729683,0
10,0,127,491,163,3,3,160,8,5,10032,5,5,0.027396329947409884,0
28,30,126,2534,163,20,3,73,8,0,18873,2,5,33.57581637720892,1
103,20,126,2605,99,20,3,18,8,3,25991,1,4,3.3432537970760867,0
91,20,126,142,163,20,3,26,8,3,4834,1,4,11.665480287525911,0
20,15,164,2127,163,20,30,133,8,5,6336,5,5,0.12821974254196017,0
4,16,126,2943,167,20,3,35,8,0,9254,1,5,2.123207444665735,0
111,21,126,1106,163,20,3,109,8,1,22390,1,5,1.3094222567129248,0
20,15,258,2738,176,9,3,69,8,5,23519,1,5,0.052596942331182985,0
17,25,127,2943,167,17,35,84,8,5,15742,5,5,3.273972492947098,0
104,25,126,2035,150,20,3,50,8,0,10221,5,4,14.788416622402698,0
20,15,164,2278,176,20,3,173,8,5,17266,5,5,0.09449346737907574,0
6,7,126,2605,99,20,3,165,8,1,13516,0,0,0.09288406439906229,0
52,16,127,2596,163,3,3,194,8,5,26398,5,5,0.24644396390076612,0
25,10,126,1057,163,20,3,111,8,1,5412,1,4,0.3508697774009333,0
9,20,126,3868,163,20,3,18,8,0,10093,1,5,5.609553245631208,0
22,21,280,2605,99,20,3,89,8,0,2880,2,5,1.1759801773175327,0
79,16,126,173,163,20,3,194,8,0,24261,1,4,0.20658904402590197,0
98,16,164,2605,99,24,56,194,8,5,18270,5,5,0.011667359627170124,0
60,19,126,1943,163,20,3,18,8,3,12876,2,4,4.219807615069284,0
39,16,232,1622,161,20,3,194,8,5,19334,5,5,0.032228292248432044,0
109,21,126,3306,79,20,3,18,8,5,3096,1,4,17.22125816949398,0
44,30,126,3511,3,20,3,18,8,1,5107,2,4,94.12497824272619,1
70,29,199,2049,99,20,3,118,8,5,7935,5,5,19.22477814082649,0
80,20,126,1369,163,20,3,73,8,3,26393,2,4,1.35216101125846,0
79,29,127,2501,167,23,35,118,8,5,662,5,5,8.59958405341174,0
22,16,245,2049,99,20,3,194,8,5,24234,2,5,0.048788180459594634,0
106,21,126,1306,99,20,3,194,8,0,15697,0,5,2.1591058800842773,0
20,15,127,1962,62,20,3,81,8,5,8657,5,5,5.539114066703557,0
92,20,126,2534,163,20,3,201,8,1,14395,2,4,0.4509466313490153,0
62,29,126,1630,119,20,3,160,8,3,24658,5,4,16.21589021148616,0
20,15,164,875,131,15,43,11,0,5,25436,5,5,0.32744746222978954,0
37,29,126,1414,31,20,3,130,8,0,1509,5,5,86.86027428421518,0
54,16,280,2208,134,17,35,194,8,0,11294,5,5,0.007735036767198258,0
91,21,126,706,163,3,3,18,8,3,11276,2,4,22.110066168975475,0
106,8,127,3868,163,20,3,194,8,5,15229,2,5,0.006256212284878915,0
46,10,126,1292,163,20,3,188,8,3,19371,2,5,0.044409860191781995,0
52,16,126,2232,163,20,3,29,8,0,783,1,5,3.334070866380993,0
20,15,195,2943,167,20,3,69,8,5,3925,5,5,0.34404424692424057,0
16,20,126,3868,163,20,3,165,8,0,14581,0,5,0.8561807749707526,0
20,15,199,3363,163,20,30,81,8,5,3044,5,5,0.0907874193366243,0
55,26,199,2605,99,3,3,194,8,5,2548,5,5,13.767612662255724,0
20,17,232,69,99,20,30,146,8,5,5507,5,5,0.33305807018706524,0
20,15,199,175,69,20,3,106,8,5,15896,5,5,1.1983178163862476,0
80,20,126,4003,163,20,3,109,8,0,21459,2,4,0.5013423915726517,0
20,15,127,3987,163,20,3,22,8,5,24609,5,5,0.38643585373101624,0
19,20,126,3868,163,20,3,194,8,3,24339,1,3,0.3257545774047658,0
10,16,232,209,0,20,3,200,8,5,19469,5,5,0.7938509243300659,0
79,21,126,3868,163,20,3,148,8,3,24293,1,4,0.389703941402976,0
109,20,126,2182,163,20,3,128,8,0,22937,2,5,0.5302048195622999,0
41,25,280,3987,163,20,3,200,8,0,6730,5,5,0.17301024042367794,0
112,18,126,1959,163,20,3,111,8,1,12131,1,4,0.7570413242338211,0
104,16,126,778,31,20,3,194,8,0,19106,5,5,1.3205197840050973,0
16,21,126,1109,54,20,3,73,8,3,8462,1,4,40.449073076067776,0
105,29,126,3110,163,20,3,160,8,3,7065,1,0,11.50305629118535,0
28,24,164,1661,132,9,3,82,8,5,5841,5,5,26.006124719278965,0
19,21,126,3831,152,20,3,98,8,1,17246,1,4,2.2921520427094433,0
39,10,126,2921,163,20,3,151,8,1,15978,2,5,0.049402617089297454,0
20,15,18,4173,180,15,24,153,8,5,18993,5,5,0.4566592701004281,0
20,15,127,3242,43,20,3,133,8,5,2233,1,5,4.234327991771451,0
109,16,117,1292,163,24,56,194,8,5,14376,5,5,0.01992545187834034,0
47,16,126,1845,56,20,3,194,8,0,15456,1,4,1.4213281744930217,0
62,20,164,1385,112,24,56,94,12,5,21530,5,5,0.15250696109197256,0
52,16,126,1306,99,20,3,130,8,0,26077,2,5,0.8201047724246898,0
65,15,127,1541,163,23,35,81,8,5,11300,1,5,0.1794729658554056,0
20,15,127,1369,163,3,3,22,8,5,12324,2,5,5.955639966234253,0
20,15,164,4164,99,20,30,138,0,5,18461,5,5,0.08356371951559358,0
13,16,126,4085,163,3,3,111,8,0,17420,1,5,0.9851660591670381,0
40,16,126,65,163,20,3,29,8,0,2990,1,5,6.885286799804573,0
22,15,280,3172,163,17,35,81,8,0,21842,2,4,0.006102347864303691,0
5,25,126,3172,163,20,3,165,8,3,4656,0,5,9.60316163481932,0
98,15,126,2897,163,3,3,194,8,0,20278,2,5,0.16457440037108687,0
14,16,126,1763,163,20,3,73,8,0,25606,1,5,0.7219955326706101,0
20,15,258,1008,150,15,43,11,0,5,2506,5,5,0.17597537243907915,0
47,21,126,3886,163,20,3,73,8,0,21189,2,4,1.4557714212912096,0
39,21,126,3037,163,20,3,160,8,3,9063,1,4,1.8607604438897596,0
39,25,280,3521,135,20,3,87,8,3,24023,5,4,0.34307159967177026,0
106,16,126,2396,31,20,3,109,8,0,16178,1,5,2.186413737270991,0
77,21,126,3868,163,20,3,130,8,0,19561,1,5,0.6562603396385569,0
51,8,157,2943,167,20,3,208,13,5,18767,1,5,0.004932475492249444,0
20,15,127,2511,99,20,3,194,8,5,1669,1,5,1.300521785862886,0
96,30,126,407,91,20,3,151,8,1,13749,1,4,51.10583329094839,1
102,1,280,2230,163,20,3,87,8,1,13360,0,0,0.00030661553908727226,0
20,15,126,2098,163,20,3,81,8,0,4804,1,4,1.6238551360500695,0
13,20,232,3897,163,20,3,6,8,5,1875,5,5,1.3725585724688445,0
16,15,117,1541,163,3,3,6,8,5,13666,5,5,7.410479106600524,0
35,21,280,2333,167,20,3,118,8,0,17427,5,5,0.11180223529919275,0
69,2,126,2031,163,20,3,87,8,0,1276,1,4,0.024314063975263894,0
35,29,126,3172,163,20,3,165,8,0,15489,5,5,11.299414201052592,0
74,16,127,156,99,20,3,194,8,5,14513,5,5,1.0161470290847594,0
105,20,126,3868,163,20,3,18,8,0,7081,1,4,2.74778754750971,0
20,15,280,1813,163,20,3,69,8,1,11986,1,0,0.07281609192102627,0
20,15,280,2943,167,20,3,12,8,0,22875,2,5,0.03746176280473205,0
109,21,280,1107,163,20,3,6,8,1,5331,2,4,0.6650953591671593,0
106,16,126,3868,163,20,3,50,8,3,13275,0,5,0.38332436850777485,0
70,18,199,2460,99,20,3,18,8,5,4512,5,5,2.6329225055007295,0
25,29,126,2230,163,20,3,165,8,1,11411,2,4,21.053459727647468,0
46,21,126,297,163,20,3,130,8,1,23903,5,0,2.552233696951827,0
20,15,280,2571,77,20,3,69,8,0,7220,2,4,0.26615441420713554,0
20,15,126,2121,99,20,3,81,8,0,18515,1,5,1.7176430052697242,0
12,2,127,706,163,20,3,194,8,5,5030,2,5,0.016204625007876828,0
90,0,127,3785,99,20,3,111,8,5,22172,1,5,0.0028001477466463036,0
100,30,126,1813,163,20,3,128,8,3,12408,1,4,21.523615745855363,1
77,15,199,3578,77,20,30,208,13,5,22889,5,5,0.011147212003387344,0
20,15,232,190,145,20,30,192,5,5,8903,5,5,0.045038328971316,0
22,21,126,3868,163,20,3,160,8,0,25986,1,5,0.5408226742475104,0
69,16,199,3868,163,20,3,194,8,5,26230,5,5,0.012187680913728694,0
109,10,280,97,131,20,3,200,8,0,24920,1,4,0.002009724002379036,0
9,21,126,2802,39,20,3,111,8,0,22407,1,4,11.808551072054112,0
6,8,126,852,142,20,3,194,8,0,19264,1,5,0.056699890749914765,0
102,21,280,2127,163,20,3,57,8,1,19782,2,0,0.11823897519683048,0
53,21,176,4173,180,15,2,194,8,5,17517,5,5,0.171787112420898,0
51,1,126,3414,104,20,3,109,8,0,14575,2,4,0.010570289250415171,0
70,20,127,3856,125,20,3,194,8,5,800,1,5,1.547351032785808,0
53,15,126,870,99,20,3,194,8,3,1045,1,5,1.8148801241541186,0
35,16,126,2804,163,20,3,194,8,1,5457,0,5,0.41765701326739135,0
109,30,126,3741,163,20,3,111,8,0,9798,5,5,14.762812955022051,1
41,16,280,3429,163,20,3,160,8,0,26083,1,4,0.00624398539880562,0
6,10,126,3785,99,20,3,194,8,3,5866,1,0,0.1785938576046905,0
17,20,245,2127,163,20,3,2,8,5,17107,5,5,0.7534344943641433,0
57,20,199,2943,167,20,3,18,8,5,12843,5,5,0.9467732712602728,0
20,15,127,3688,163,20,3,194,8,5,15982,2,5,0.12378029766899681,0
10,23,127,638,99,12,0,61,8,5,5649,1,5,65.03503207089562,0
24,20,126,1533,163,20,3,18,8,0,7081,1,5,12.734732228749692,0
111,16,126,2049,99,20,3,194,8,0,24569,1,5,0.1960329383346195,0
106,1,126,2921,163,20,3,151,8,3,25242,0,4,0.000925060578305182,0
111,30,232,2230,163,20,3,87,8,5,24829,5,5,1.7835984380634027,1
97,30,126,2596,163,20,3,18,8,3,8256,1,4,47.47513084090906,1
20,15,117,1359,163,20,30,69,8,5,16231,5,5,0.42717512854088846,0
37,2,126,716,163,20,3,87,8,3,23274,5,4,0.012187470025895854,0
6,25,126,250,163,20,3,84,8,0,26189,0,5,15.072296120719358,0
69,20,280,1292,163,20,3,61,8,3,19962,0,0,0.1559433122280828,0
20,15,199,2502,176,20,30,133,8,5,23298,5,5,0.015355978552514265,0
20,15,127,1526,163,20,3,17,8,5,22175,5,5,1.1625171867604436,0
62,21,126,2596,163,20,3,111,8,0,7686,2,4,3.1975812275544158,0
9,30,126,2457,173,20,3,98,8,3,22303,1,0,26.11192644305602,1
20,15,280,3868,163,17,35,81,8,0,2668,1,4,0.017208161921421574,0
106,20,126,4046,37,20,3,206,8,3,9694,0,5,1.9744158627908002,0
22,23,126,3868,163,20,3,18,8,0,7008,1,4,13.848348785840706,0
20,17,127,778,31,20,3,176,8,5,6096,5,5,10.254326081586317,0
70,21,280,4003,163,20,3,87,8,0,17946,1,5,0.06280120823746699,0
17,10,126,2541,142,20,3,111,8,0,25876,2,5,0.07830203171630071,0
25,16,127,2049,99,20,3,130,8,5,13839,1,5,1.7474602322117405,0
35,20,127,2943,167,20,3,186,8,5,11417,2,5,0.8672350345514115,0
54,21,127,3702,99,20,3,73,8,5,5478,5,5,9.328675408393899,0
111,18,127,3868,163,3,3,26,8,5,19705,0,5,1.490540205151474,0
65,15,232,4109,99,15,43,20,11,5,16562,5,5,0.036840473968656286,0
77,0,258,3868,163,24,56,194,8,5,3666,1,0,1.314012220208114e-05,0
5,21,126,3832,163,20,3,87,8,1,6012,1,5,5.017883284278454,0
53,21,136,2460,99,20,30,194,8,5,26383,5,5,0.31688008609199175,0
91,20,126,2385,163,20,3,194,8,3,22643,1,0,0.3198658977277838,0
105,30,126,1170,163,20,3,109,8,0,9065,1,4,33.84329349080666,1
55,21,129,4173,121,15,55,187,8,5,1817,5,5,0.3601457400819864,0
14,16,126,1264,31,20,3,194,8,0,20643,5,5,2.4284952910668567,0
51,25,126,2596,163,17,35,35,8,0,7916,0,5,8.12505128118942,0
13,21,126,3868,163,20,3,194,8,0,12338,1,0,1.093313116744231,0
14,0,18,4173,180,15,24,194,8,5,14393,5,5,0.004616661876044532,0
20,15,232,3249,150,9,3,133,8,5,23319,5,5,0.0536372162734231,0
103,30,126,2228,163,20,3,29,8,0,18567,2,4,30.70803327970195,1
13,21,126,1677,147,20,3,6,8,0,6681,1,0,25.305415219677297,0
32,16,126,3868,163,20,3,201,8,0,22786,1,5,0.0867635080399482,0
7,20,126,2943,167,20,3,73,8,1,7330,5,4,5.00543992496992,0
20,15,126,1753,163,20,3,81,8,0,20176,1,4,0.6743821561698334,0
5,8,199,3172,163,17,28,35,8,5,3832,5,5,0.027547268531014513,0
91,8,126,2127,163,20,3,18,8,3,24746,1,4,0.05030366340925847,0
25,7,126,3110,163,20,3,160,8,3,26189,2,5,0.009837809618453505,0
37,20,126,3868,163,20,3,130,8,1,3064,2,0,2.2697131085082467,0
74,29,126,1585,99,20,3,165,8,0,9308,2,5,38.64002802205368,0
69,2,126,2195,163,20,3,84,8,0,21243,1,4,0.0063384387486192075,0
54,1,126,2049,99,20,3,151,8,0,13077,2,5,0.012628673140797849,0
46,0,126,331,163,20,3,128,8,0,24790,2,5,0.004161712713789068,0
46,21,199,3495,163,20,3,87,8,5,7502,5,5,0.8476467458419268,0
102,23,136,2760,99,24,56,184,7,5,10991,0,5,0.2814154513144795,0
20,15,127,1038,163,3,3,133,8,5,17444,5,5,1.5109210169649379,0
20,15,126,3868,163,20,3,81,8,3,15791,1,4,0.41160231569051137,0
20,15,232,175,69,20,30,11,0,5,11676,5,5,0.930319093818059,0
6,20,199,2092,163,20,3,109,8,5,15787,5,5,0.7139700817731381,0
20,15,280,222,138,20,3,173,8,3,14461,0,4,0.049813730047655644,0
46,15,126,3868,163,20,3,194,8,0,23449,1,0,0.06249572856200861,0
25,10,126,4109,99,20,3,128,8,0,9691,5,5,0.18898118274609854,0
52,21,164,1512,165,11,30,194,8,5,22857,5,5,0.2069318450587864,0
20,15,280,647,163,20,3,173,8,0,12420,2,6,0.0323202127586097,0
39,21,258,611,111,9,3,61,8,5,1546,5,5,6.653347998252078,0
70,21,280,956,45,20,3,57,8,3,18244,1,4,1.5599894138183337,0
91,25,280,50,163,20,3,98,8,0,25469,5,0,0.41093285503999294,0
97,21,126,2816,163,20,3,109,8,3,5167,1,4,2.50117160499192,0
25,30,280,2816,163,20,3,57,8,3,23904,1,0,2.224333812188445,1
13,29,280,2121,99,17,35,194,8,0,6588,2,4,1.4453817257808548,0
103,29,127,2195,163,20,3,37,8,5,17453,5,5,23.2543361465585,0
40,24,126,453,163,20,3,29,8,0,15519,0,5,23.98695253782148,0
55,16,127,1728,163,20,3,4,8,5,3824,1,5,3.9410129569620365,0
62,1,126,905,163,3,3,73,8,0,24620,1,4,0.019933539641236793,0
41,25,126,2127,163,20,3,109,8,0,17514,5,4,7.824105097644117,0
13,21,126,1264,31,20,3,194,8,3,13683,1,0,16.404951910323227,0
60,16,126,2267,163,20,3,29,8,3,4391,0,0,2.592591924486468,0
109,20,127,301,142,20,3,186,8,5,8979,2,5,1.851213159212239,0
20,15,117,1915,163,3,30,81,8,5,10270,5,5,1.2433247366583342,0
51,25,126,2127,163,20,3,130,8,1,21671,5,5,4.367178417290217,0
4,21,126,1186,163,20,3,18,8,0,13200,1,4,15.654355560956418,0
13,18,126,2921,163,20,3,151,8,1,12182,5,4,0.9111407965490441,0
69,21,245,4148,163,20,3,109,8,5,5311,5,5,0.2031053393120119,0
80,21,199,3868,163,20,3,208,13,5,2545,1,5,0.1848335107634105,0
62,20,126,3688,163,20,3,18,8,0,16996,1,4,2.353169023921223,0
41,21,126,3035,56,20,3,111,8,0,7666,2,4,15.314868111734734,0
104,21,126,3445,163,20,3,87,8,1,9936,1,6,1.6894553348496222,0
20,17,199,2028,99,20,3,194,8,5,7323,5,5,0.48748713563839374,0
70,16,258,3868,163,20,30,194,8,5,24227,2,5,0.0015153981547617844,0
20,15,137,95,131,15,43,11,0,5,18913,5,5,1.110593111713784,0
9,10,126,2605,99,20,3,109,8,0,15412,2,4,0.3320187508966957,0
88,20,126,2605,99,20,3,109,8,0,23450,5,5,1.7298914681088986,0
20,15,127,2902,163,3,3,81,8,5,12866,2,5,1.8300296576423762,0
41,21,126,3246,99,20,3,165,8,0,8411,2,5,4.3471397944690535,0
111,16,280,592,99,20,3,194,8,0,16145,5,5,0.030124704257497387,0
37,30,126,2195,163,20,3,111,8,0,21074,2,5,23.158218947655975,1
74,21,280,2583,167,20,3,4,8,0,5769,2,5,0.5096836676731797,0
20,15,127,2921,163,20,3,81,8,5,5615,2,5,1.0721205929016075,0
28,8,126,767,163,20,3,109,8,0,3774,1,4,0.2371215033802715,0
55,21,126,333,163,20,3,18,8,0,3032,1,4,22.926183970716725,0
19,29,232,473,167,15,43,128,8,5,10775,5,5,2.528291756502368,0
40,30,232,3831,152,20,3,87,8,5,19125,5,5,3.434752081514579,1
62,2,232,1813,163,20,3,2,8,5,20761,5,5,0.002397702854894521,0
54,8,258,483,100,15,43,80,6,5,15906,0,5,0.007064449274757645,0
105,16,280,245,169,20,3,111,8,0,15402,1,5,0.032104394391363165,0
18,21,117,3172,163,20,30,165,8,5,696,5,5,1.3642894421698308,0
7,10,18,4173,180,15,24,194,8,5,19129,5,5,0.07391812502227718,0
20,15,127,2780,163,23,35,97,8,5,20494,2,5,0.08203038618237453,0
98,20,126,905,163,20,3,188,8,3,7157,1,5,1.3788429250194172,0
20,15,280,2534,163,20,3,127,8,0,6275,1,5,0.04073325132877305,0
98,30,126,641,0,20,3,186,8,0,5183,2,5,82.00272426726548,1
37,21,126,841,176,20,3,109,8,3,15537,0,5,3.7661083824723276,0
96,21,126,339,163,20,3,18,8,3,6861,2,4,13.031218472250611,0
40,16,164,3868,163,20,3,194,8,5,23717,5,5,0.03746387029657222,0
91,21,232,2049,99,20,3,194,8,5,11646,5,5,0.3192799720422303,0
77,21,126,175,69,20,3,109,8,3,5001,2,5,25.63666716750705,0
9,20,126,908,163,20,3,165,8,3,21848,5,5,1.586548748102547,0
20,15,127,1396,99,20,3,126,8,5,11087,1,5,2.147108915784089,0
62,25,126,778,31,20,3,6,8,0,22812,5,5,64.14666681329727,0
111,16,136,1306,99,20,3,194,8,5,3685,2,5,0.8097158279389789,0
103,20,126,3868,163,20,3,165,8,1,22532,1,5,0.211660316933348,0
7,20,126,1243,163,20,3,130,8,0,297,1,5,8.341197911565613,0
25,20,126,3868,163,20,3,165,8,1,22922,1,4,0.45583566925839136,0
39,30,126,3868,163,20,3,165,8,0,24116,2,5,6.8830971227292395,1
20,15,126,1038,163,20,3,50,8,1,13034,0,0,2.053881895523133,0
20,15,127,1897,163,3,3,133,8,5,22177,2,5,0.8279443343607316,0
103,16,126,2943,167,20,3,160,8,0,17011,2,5,0.12667141956624095,0
4,20,126,2671,163,20,3,29,8,1,21778,2,5,3.7817668785602834,0
20,15,232,3722,163,20,3,104,8,5,4503,5,5,0.0903753946876244,0
11,30,164,787,164,20,3,165,8,5,19575,5,5,15.597323370876119,1
55,21,126,1753,163,20,3,87,8,1,12418,1,5,4.285463304305837,0
112,20,280,3868,163,20,3,98,8,3,24822,1,0,0.019367536720285107,0
28,18,199,2127,163,9,3,165,8,5,7034,5,5,0.5853441627404161,0
70,25,126,1528,0,20,3,194,8,1,17431,0,0,30.14569832282461,0
61,21,126,1396,99,20,3,87,8,0,8716,2,4,14.314931914006253,0
